Language;Code;Number of Responses;H Statistic;Modal Response;Modal Response Percentage;I don't know Response Percentage";Idiosyncratic Response Percentage;Familiarity
Serbian;533;95;0;ajkula;100;0;2,105263158;86,18947368
Serbian;535;95;0,149811367;kamion;97,84946237;0;2,105263158;88,63157895
Serbian;536;95;0,151096971;grana;97,82608696;0;3,157894737;90,94736842
Serbian;537;95;0;otisak;100;0;1,052631579;88,94736842
Serbian;539;95;0,492410921;astronaut;89,24731183;1,052631579;1,052631579;81,95789474
Serbian;540;95;0,342463772;svetionik;93,61702128;0;1,052631579;83,57894737
Serbian;541;95;0;cipela;100;0;1,052631579;91,31578947
Serbian;544;95;0,999920071;doktor;50,52631579;0;0;90,93684211
Serbian;545;95;1,304982102;ga?e;68,42105263;0;0;92,89473684
Serbian;546;95;0;vrata;100;0;0;94,86315789
Serbian;547;95;0,846701712;slepi mi?;72,63157895;0;0;85,10526316
Serbian;549;95;0,302173618;zmija;94,62365591;0;2,105263158;85,51578947
Serbian;551;95;0,39785271;bundeva;93,68421053;0;0;89,23157895
Serbian;552;95;0;jabuka;100;0;0;93,88421053
Serbian;554;95;1,537749894;lutka;51,06382979;1,052631579;0;80,01052632
Serbian;555;95;2,016159067;doru?ak;49,45054945;2,105263158;2,105263158;84,22105263
Serbian;557;95;0,25387844;vuk;95,74468085;0;1,052631579;86,09473684
Serbian;558;95;0;upalja?;100;2,105263158;0;88,22105263
Serbian;559;95;0;krastavac;100;1,052631579;0;91,70526316
Serbian;560;95;0;lubenica;100;0;0;94,03157895
Serbian;561;95;0,501149523;gusenica;91,4893617;0;1,052631579;82,48421053
Serbian;562;95;0,147310667;toster;97,89473684;0;0;87,69473684
Serbian;563;95;1,375906743;le?inar;66,29213483;3,157894737;3,157894737;80,18947368
Serbian;564;95;0,575908443;ka?ika;86,31578947;0;0;94,29473684
Serbian;565;95;0,251862848;zvono;95,78947368;0;0;89,67368421
Serbian;566;95;0,14854949;violina;97,87234043;0;1,052631579;88,12631579
Serbian;568;95;1,492103406;tvr?ava;46,15384615;0;4,210526316;83,95789474
Serbian;569;95;0,25387844;zub;95,74468085;0;1,052631579;90,45263158
Serbian;570;95;0,354375263;bik;94,62365591;0;2,105263158;85,16842105
Serbian;571;95;0,734781352;magnet;79,34782609;0;3,157894737;82,88421053
Serbian;572;95;1,006620794;?ongler;83,87096774;1,052631579;1,052631579;82,47368421
Serbian;573;95;0,822579762;patlid?an;80;2,105263158;3,157894737;80,09473684
Serbian;575;95;0;kljun;100;0;0;89,75789474
Serbian;576;95;0;rukavica;100;0;0;91,16842105
Serbian;577;95;2,466102016;ledeni breg;30,68181818;3,157894737;4,210526316;79,63157895
Serbian;578;95;0,575908443;obrva;86,31578947;0;0;92,21052632
Serbian;579;95;0;slon;100;0;1,052631579;88,97894737
Serbian;581;95;2,335324509;?pargla;48,57142857;17,89473684;8,421052632;58,42105263
Serbian;582;95;0;laboratorija;100;0;8,421052632;81,96842105
Serbian;584;95;0,297472249;?aba;94,73684211;0;0;85,15789474
Serbian;585;95;0;mrav;100;0;2,105263158;89,95789474
Serbian;586;95;0;pegla;100;0;0;90,75789474
Serbian;587;95;0,251862848;kukuruz;95,78947368;0;0;93,14736842
Serbian;588;95;0,488966044;narukvica;91,4893617;1,052631579;0;86,97894737
Serbian;590;95;0;metla;100;0;0;92,87368421
Serbian;591;95;0,203905876;pe?kir;96,80851064;0;1,052631579;90,49473684
Serbian;592;95;0,879921675;salata;80,43478261;0;3,157894737;85,47368421
Serbian;593;95;0;?okolada;100;0;0;94,91578947
Serbian;594;95;1,516383008;?pric;58,94736842;0;0;87,30526316
Serbian;595;95;0,790716354;kocka;83,15789474;0;0;89,43157895
Serbian;597;95;0;prozor;100;0;1,052631579;91,6
Serbian;599;95;0;oblak;100;2,105263158;0;87,30526316
Serbian;601;95;0;koala;100;0;0;84,18947368
Serbian;603;95;0;groblje;100;0;0;90,71578947
Serbian;605;95;0;harfa;100;1,052631579;1,052631579;79,41052632
Serbian;606;95;0,945086191;ma?ka;76,59574468;0;1,052631579;95,44210526
Serbian;607;95;0,60078462;d?emper;88,29787234;0;1,052631579;90,75789474
Serbian;608;95;0,599910876;kondom;85,39325843;3,157894737;3,157894737;83,48421053
Serbian;609;95;0,565709453;pernica;89,36170213;0;1,052631579;92,38947368
Serbian;610;95;0,147310667;med;97,89473684;0;0;93,68421053
Serbian;611;95;1,108269139;biljka;73,11827957;0;2,105263158;86,33684211
Serbian;612;95;0;?aba;100;0;0;88,61052632
Serbian;614;95;0,207310186;kraljica;96,73913043;0;3,157894737;86,67368421
Serbian;616;95;2,336652151;keks;49,05660377;29,47368421;14,73684211;49,42105263
Serbian;617;95;0,149811367;aerodrom;97,84946237;0;2,105263158;84,65263158
Serbian;619;95;0;sapun;100;1,052631579;3,157894737;90,01052632
Serbian;621;95;0;tenk;100;0;0;82,44210526
Serbian;623;95;0,92969547;zatvor;85,39325843;2,105263158;4,210526316;75,82105263
Serbian;624;95;0,458685816;magarac;90,32258065;0;2,105263158;88,17894737
Serbian;625;95;0;sanke;100;0;0;92,75789474
Serbian;626;95;0;klavir;100;0;0;89,05263158
Serbian;627;95;0,416844196;vir?la;91,57894737;0;0;90,10526316
Serbian;628;95;0;?al;100;1,052631579;2,105263158;91,35789474
Serbian;633;95;0;levak;100;1,052631579;2,105263158;87,94736842
Serbian;634;95;1,209454374;dinamit;73,40425532;0;1,052631579;80,09473684
Serbian;636;95;0;ovca;100;0;2,105263158;90,86315789
Serbian;637;95;0,203905876;medved;96,80851064;0;1,052631579;87,42105263
Serbian;640;95;0;kaktus;100;0;0;89,02105263
Serbian;644;95;0,453911195;kaput;92,39130435;0;3,157894737;90,31578947
Serbian;645;95;0,307042889;pu?ka;94,50549451;0;4,210526316;87,04210526
Serbian;649;95;2,450512499;hitna pomo?;35,48387097;0;2,105263158;84,6
Serbian;650;95;0,451184033;sun?er;93,47826087;2,105263158;1,052631579;83,6
Serbian;651;95;1,121713908;supa;77,52808989;1,052631579;5,263157895;86,69473684
Serbian;652;95;2,529958682;ringi?pil;27,71084337;8,421052632;4,210526316;76,31578947
Serbian;653;95;0;ki?obran;100;0;0;93,49473684
Serbian;654;95;0;olovka;100;0;0;94,66315789
Serbian;656;95;0;baterija;100;1,052631579;0;89,84210526
Serbian;657;95;0;medalja;100;0;0;90,08421053
Serbian;659;95;0,996066028;radio;77,41935484;1,052631579;1,052631579;85,77894737
Serbian;661;95;0;fioka;100;0;1,052631579;91,48421053
Serbian;662;95;1,251820953;pelikan;75,6097561;7,368421053;6,315789474;71,90526316
Serbian;663;95;0;stub;100;1,052631579;1,052631579;85,62105263
Serbian;666;95;0;kafa;100;0;0;92,08421053
Serbian;668;95;2,126979913;pile;35,16483516;1,052631579;3,157894737;87,11578947
Serbian;669;95;0;pilot;100;0;1,052631579;86,32631579
Serbian;671;95;0,151096971;tregeri;97,82608696;2,105263158;1,052631579;83,81052632
Serbian;672;95;0,949508845;p?ela;81,52173913;0;3,157894737;85,54736842
Serbian;673;95;0;vilju?ka;100;0;0;94,44210526
Serbian;675;95;0,342463772;vetrenja?a;93,61702128;0;1,052631579;84,23157895
Serbian;676;95;0,202249425;?tap;96,84210526;0;0;87,54736842
Serbian;677;95;0,997913934;karta;52,68817204;0;2,105263158;90,26315789
Serbian;678;95;0,974904444;rog;71,42857143;2,105263158;2,105263158;72,69473684
Serbian;680;95;0;luk;100;1,052631579;0;84,45263158
Serbian;681;95;0;raketa;100;1,052631579;0;80,02105263
Serbian;682;95;0;pingvin;100;1,052631579;1,052631579;85,97894737
Serbian;683;95;1,189687267;prikolica;57,14285714;0;4,210526316;81,31578947
Serbian;687;95;0;ko?ulja;100;0;0;92,35789474
Serbian;689;95;0;akvarijum;100;0;3,157894737;88,85263158
Serbian;690;95;0,147310667;?e?ir;97,89473684;0;0;90,04210526
Serbian;691;95;0,964078765;?ovek;61,11111111;1,052631579;4,210526316;89,76842105
Serbian;692;95;0,762084925;tre?nja;77,89473684;0;0;90,41052632
Serbian;693;95;0;drvo;100;0;0;93,74736842
Serbian;694;95;0;zagrljaj;100;0;1,052631579;94,2
Serbian;697;95;0,550249809;breskva;90,42553191;0;1,052631579;91,34736842
Serbian;698;95;0;min?u?a;100;0;3,157894737;91,65263158
Serbian;699;95;0;teleskop;100;4,210526316;2,105263158;82,25263158
Serbian;700;95;0,706484834;bubuljica;88,17204301;0;2,105263158;91,06315789
Serbian;701;95;0,411110799;bore;93,40659341;1,052631579;3,157894737;83,69473684
Serbian;702;95;1,661155363;protivpo?arni aparat;55,81395349;1,052631579;8,421052632;83,88421053
Serbian;707;95;0,554596403;pas;90,32258065;0;2,105263158;94,43157895
Serbian;708;95;1,261469256;majmun;54,25531915;0;1,052631579;87
Serbian;709;95;0,730447286;pliva?;79,56989247;1,052631579;1,052631579;90,02105263
Serbian;710;95;0,999280531;lekar;51,57894737;0;0;90,78947368
Serbian;711;95;0,704576713;kosilica;80,85106383;0;1,052631579;87,43157895
Serbian;715;95;1,218497526;bilijar;68,08510638;0;1,052631579;88,4
Serbian;717;95;0,14854949;harmonika;97,87234043;1,052631579;0;87,50526316
Serbian;718;95;0;pantalone;100;0;1,052631579;92,52631579
Serbian;720;95;0;zmaj;100;0;0;85,76842105
Serbian;724;95;0,203905876;kit;96,80851064;1,052631579;0;81,8
Serbian;726;95;0,416844196;konobar;91,57894737;0;0;93,12631579
Serbian;727;95;0;crevo;100;1,052631579;3,157894737;86,63157895
Serbian;729;95;1,327668787;kip slobode;74,46808511;0;1,052631579;87,78947368
Serbian;730;95;0;kuhinja;100;0;0;93,27368421
Serbian;732;95;0;lopta;100;0;1,052631579;90,67368421
Serbian;733;95;0;nao?are;100;0;0;90,66315789
Serbian;734;95;0,961994989;ve?ma?ina;81,91489362;0;1,052631579;90,68421053
Serbian;736;95;0,669521106;?arobnjak;86,81318681;1,052631579;3,157894737;78,75789474
Serbian;740;95;1,981573207;pecaro?;54,73684211;0;0;86,02105263
Serbian;741;95;0;bombona;100;0;1,052631579;91,34736842
Serbian;743;95;0;stra?ilo;100;0;0;85,96842105
Serbian;745;95;0,147310667;bunar;97,89473684;0;0;88,37894737
Serbian;746;95;0,972279462;?unj;59,77011494;5,263157895;3,157894737;80,27368421
Serbian;747;95;0;kada;100;0;0;93,67368421
Slovak;1;80;0;my?;100;0;5;90,77777778
Slovak;4;80;0,842133687;olt?r;79,72972973;1,25;6,25;84,45679012
Slovak;5;80;1,335543564;rameno;64,47368421;0;5;90,50617284
Slovak;6;80;0,855789719;brada;82,05128205;1,25;1,25;90,17283951
Slovak;7;80;0,575313334;v?la;91,02564103;1,25;1,25;82,96296296
Slovak;8;80;0,586834421;noha;90,78947368;0;5;93,54320988
Slovak;9;80;1,068701766;sprcha;72,15189873;0;1,25;93,80246914
Slovak;11;80;0,684038436;hamburger;81,81818182;0;3,75;90,2345679
Slovak;12;80;0,855446426;morsk? panna;84,41558442;1,25;2,5;79,7037037
Slovak;14;80;0;?upan;100;0;2,5;88,49382716
Slovak;15;80;0;lev;100;0;1,25;90,07407407
Slovak;16;80;1,079765807;po?ovn?k;78,20512821;1,25;1,25;81,69135802
Slovak;17;80;0,874879461;?ert;79,48717949;0;2,5;81,44444444
Slovak;19;80;0,813496638;moriak;82,05128205;1,25;1,25;82,37037037
Slovak;20;80;0,173781323;kostra;97,4025974;0;3,75;88,30864198
Slovak;21;80;0,650838804;boxer;87,01298701;0;3,75;80,38271605
Slovak;23;80;0;bicykel;100;0;1,25;94,86419753
Slovak;24;80;0;kos?;100;0;3,75;91,55555556
Slovak;26;80;0,237508144;cibu?a;96,1038961;2,5;1,25;90,32098765
Slovak;28;80;0;mikroskop;100;1,25;1,25;85,44444444
Slovak;29;80;0,740383785;kovboj;85,52631579;0;5;74,07407407
Slovak;30;80;0,649779014;farma;89,33333333;1,25;5;84,54320988
Slovak;32;80;0,168660931;koruna;97,5;0;0;84,69135802
Slovak;35;80;0;ucho;100;0;1,25;96,7037037
Slovak;38;80;0;pav?k;100;0;2,5;91,83950617
Slovak;39;80;0,326258815;vrecko;94,02985075;3,75;12,5;84,58024691
Slovak;42;80;0;hru?ka;100;0;1,25;93,39506173
Slovak;43;80;1,059471738;kefa;75;0;0;88,95061728
Slovak;46;80;1,995924801;?rubov?k;33,75;0;0;85,38271605
Slovak;47;80;0,232927855;p???;96,20253165;0;1,25;85,5308642
Slovak;48;80;0,956014666;hasi?;73,41772152;0;1,25;86,82716049
Slovak;52;80;0,966334094;p?lka;60,75949367;0;1,25;83,65432099
Slovak;53;80;0,343519741;ta?ka;93,58974359;0;2,5;93,97530864
Slovak;55;80;0;tie?;100;0;1,25;90,2962963
Slovak;56;80;0;lake?;100;1,25;1,25;93,40740741
Slovak;57;80;0,766054053;zn?mka;82,89473684;1,25;3,75;86,28395062
Slovak;61;80;0,470956314;noviny;92,10526316;1,25;3,75;86,74074074
Slovak;62;80;0,96846006;osa;77,21518987;0;1,25;89,77777778
Slovak;63;80;0,173781323;balk?n;97,4025974;0;3,75;87,51851852
Slovak;64;80;0,339712371;gomb?k;94,93670886;1,25;0;91,64197531
Slovak;66;80;0;strecha;100;2,5;6,25;87,65432099
Slovak;67;80;1,303925081;gau?;63,63636364;0;3,75;92,7654321
Slovak;68;80;0,232927855;svie?ka;96,20253165;0;1,25;91,86419753
Slovak;69;80;0;ban?n;100;0;1,25;96,80246914
Slovak;70;80;0,656315347;orchester;89,33333333;0;6,25;79,20987654
Slovak;71;80;1,763968149;trofej;48;0;6,25;79,28395062
Slovak;72;80;0;syr;100;0;3,75;92,90123457
Slovak;73;80;0;vlna;100;2,5;3,75;86,54320988
Slovak;74;80;0;traktor;100;0;1,25;88,40740741
Slovak;75;80;0,339712371;bal?n;94,93670886;0;1,25;92,19753086
Slovak;76;80;0,168660931;brokolica;97,5;0;0;91,49382716
Slovak;77;80;0,172036949;?ava;97,43589744;0;2,5;84,37037037
Slovak;78;80;0;k???;100;0;2,5;97,17283951
Slovak;79;80;0;kl?vesnica;100;0;1,25;93,13580247
Slovak;80;80;0,994329046;helikopt?ra;54,43037975;0;1,25;83,12345679
Slovak;81;80;0;m?so;100;0;3,75;90,11111111
Slovak;82;80;0,753197991;park;78,37837838;0;7,5;91,18518519
Slovak;83;80;0,235193382;srdce;96,15384615;0;2,5;95,49382716
Slovak;84;80;0,339712371;maska;94,93670886;0;1,25;84,96296296
Slovak;85;80;0,346563258;diamant;94,80519481;1,25;2,5;86,44444444
Slovak;86;80;0,955557518;rieka;82,89473684;0;5;85,82716049
Slovak;87;80;0;robot;100;1,25;2,5;85,2962963
Slovak;88;80;0,88035943;barla;83,11688312;1,25;2,5;81,16049383
Slovak;90;80;0;mesiac;100;0;0;92,64197531
Slovak;91;80;0,910695333;?sta;81,01265823;0;1,25;91,40740741
Slovak;92;80;0,291818257;tule?;94,87179487;2,5;0;81
Slovak;96;80;0,35742889;mlieko;94,59459459;1,25;6,25;90,58024691
Slovak;97;80;0,513072912;pierko;91,02564103;0;2,5;85,96296296
Slovak;98;80;0;tiger;100;0;1,25;86,33333333
Slovak;99;80;0;obraz;100;0;2,5;92,90123457
Slovak;100;80;0;nos;100;0;0;94,40740741
Slovak;101;80;1,154223892;bicie;64,1025641;0;2,5;82,9382716
Slovak;102;80;0,232927855;vlasy;96,20253165;0;1,25;94,98765432
Slovak;104;80;0;v??ah;100;0;2,5;90,96296296
Slovak;105;80;2,128129357;jele?;42,66666667;0;6,25;78,28395062
Slovak;106;80;0,337290067;sklen?k;93,75;0;0;83,18518519
Slovak;107;80;0,627667895;saxof?n;88,31168831;2,5;1,25;74,37037037
Slovak;108;80;0,170330576;kalend?r;97,46835443;0;1,25;92,17283951
Slovak;110;80;0,391243564;st?l;92,30769231;0;2,5;93,98765432
Slovak;111;80;0;drak;100;0;1,25;84,5308642
Slovak;112;80;1,50454259;p??ca;58,66666667;0;6,25;85,90123457
Slovak;113;80;0,489779014;jazero;89,33333333;0;6,25;86,92592593
Slovak;114;80;0;ovocie;100;0;2,5;94,81481481
Slovak;115;80;0,172036949;hroch;97,43589744;0;2,5;83,55555556
Slovak;116;80;0,343100308;ohe?;94,87179487;0;2,5;91,67901235
Slovak;117;80;0,614571561;k??;84,81012658;0;1,25;90,35802469
Slovak;118;80;1,099454395;rana;76,62337662;0;3,75;81,77777778
Slovak;121;80;0,990617497;bludisko;55,69620253;1,25;0;82,16049383
Slovak;122;80;0;stoli?ka;100;0;1,25;96,66666667
Slovak;124;80;0,897876211;roh;80,26315789;0;5;88,64197531
Slovak;125;80;0,706274089;kiwi;80,76923077;0;2,5;89,58024691
Slovak;126;80;0,297472249;pad?k;94,73684211;2,5;2,5;80,4691358
Slovak;127;80;0,649805826;vrece;89,47368421;1,25;3,75;85,16049383
Slovak;128;80;1,169401167;b?bika;70,51282051;0;2,5;88,38271605
Slovak;129;80;0;citr?n;100;0;2,5;93,95061728
Slovak;131;80;0,522956092;spev?k;90,78947368;1,25;3,75;89,0617284
Slovak;137;80;0,706274089;potkan;80,76923077;0;2,5;84,58024691
Slovak;138;80;0,242292189;chladni?ka;96;0;6,25;94,95061728
Slovak;139;80;0,511639784;duch;88,60759494;0;1,25;82,7654321
Slovak;140;80;1,015918083;koh?tik;78,94736842;1,25;3,75;88,59259259
Slovak;141;80;0;slne?nica;100;0;2,5;91,92592593
Slovak;142;80;0;poh?r;100;0;2,5;95,4691358
Slovak;145;80;0,481225664;k??;89,61038961;0;3,75;95,19753086
Slovak;146;80;0;oliva;100;13,75;12,5;72,22222222
Slovak;148;80;0;fajka;100;0;5;83,88888889
Slovak;149;80;1,492312912;k???ov? dierka;46,57534247;6,25;2,5;82,75308642
Slovak;150;80;0,689201985;ml?ka;81,57894737;1,25;3,75;85,20987654
Slovak;152;80;0;slim?k;100;0;1,25;90,2345679
Slovak;153;80;0;cigareta;100;0;2,5;89,49382716
Slovak;154;80;0;domino;100;0;3,75;83,0617284
Slovak;155;80;0,691140928;n?boj;88,57142857;6,25;6,25;70,96296296
Slovak;156;80;1,181681422;flauta;73,07692308;1,25;1,25;83,4691358
Slovak;159;80;0,468166641;brada;92,30769231;0;2,5;87,87654321
Slovak;160;80;0,235193382;f?rik;96,15384615;0;2,5;87,60493827
Slovak;161;80;0;kravata;100;0;2,5;89,38271605
Slovak;163;80;0,387743181;kokos;92,40506329;0;1,25;88,85185185
Slovak;164;80;0;cesta;100;0;1,25;93,14814815
Slovak;165;80;0,170330576;opasok;97,46835443;0;1,25;92,12345679
Slovak;167;80;0,409780208;?n?rka;93,50649351;0;3,75;90,95061728
Slovak;169;80;0,175565026;chrb?t;97,36842105;0;5;93,25925926
Slovak;170;80;0,949764767;br?nka;79,48717949;0;2,5;85,4691358
Slovak;172;80;0,384311544;papag?j;92,5;0;0;84,48148148
Slovak;173;80;0;lek?re?;100;0;0;92,62962963
Slovak;175;80;0,173781323;maliar;97,4025974;0;3,75;85,65432099
Slovak;177;80;0,508284032;muchotr?vka;91,13924051;0;1,25;85,87654321
Slovak;178;80;0,533269362;most;90,54054054;3,75;3,75;83,03703704
Slovak;181;80;0,168660931;trojuholn?k;97,5;0;0;91,51851852
Slovak;184;80;1,268325972;?arodejnica;72;1,25;5;79,2345679
Slovak;185;80;0,751286577;lopta;78,48101266;0;1,25;94
Slovak;186;80;0;motor;100;7,5;7,5;66,87654321
Slovak;187;80;0,873412511;mesto;81,57894737;0;5;91,55555556
Slovak;189;80;0,609840305;krokod?l;85;0;0;84,37037037
Slovak;190;80;0,457487168;d???;92,40506329;0;1,25;94,02469136
Slovak;191;80;0,457487168;?al?t;92,40506329;0;1,25;89,2345679
Slovak;192;80;0,839500605;teplomer;81,25;30;10;55,50617284
Slovak;193;80;0;med?za;100;2,5;0;82,34567901
Slovak;196;80;0,172036949;po??ta?;97,43589744;0;2,5;95,04938272
Slovak;197;80;0,472995362;kru?idlo;89,87341772;0;1,25;82,43209877
Slovak;199;80;0,173781323;suk?a;97,4025974;0;3,75;90,87654321
Slovak;200;80;0,294615206;tr?bka;94,80519481;0;3,75;81,87654321
Slovak;204;80;0,172036949;tla?iare?;97,43589744;0;2,5;90,80246914
Slovak;205;80;0,601435386;?lenok;85,33333333;0;6,25;88,69135802
Slovak;207;80;1,089511196;jazva;80,26315789;1,25;3,75;84,96296296
Slovak;208;80;0;mikrof?n;100;1,25;1,25;85,07407407
Slovak;209;80;0;bumerang;100;5;1,25;73,17283951
Slovak;210;80;1,298270085;bradavka;57,69230769;0;2,5;93,7654321
Slovak;212;80;0,619382195;v?hy;84,61538462;0;2,5;83,50617284
Slovak;216;80;0;kladivo;100;0;1,25;90,59259259
Slovak;218;80;0,291818257;plienka;94,87179487;0;2,5;84,50617284
Slovak;220;80;0,569646907;?ajka;89,87341772;0;1,25;83,7037037
Slovak;221;80;1,671528378;cuml?k;51,89873418;0;1,25;85,35802469
Slovak;222;80;0;koleno;100;0;3,75;94,49382716
Slovak;223;80;0;zips;100;0;0;89,7654321
Slovak;224;80;0;?tetec;100;0;0;88,80246914
Slovak;226;80;0,28907946;vlak;94,93670886;0;1,25;93,98765432
Slovak;227;80;0,711416019;m?r;80,51948052;1,25;2,5;84,0617284
Slovak;228;80;0,742492771;?alu?;87,32394366;2,5;8,75;76,4691358
Slovak;231;80;2,503798437;prso;27,14285714;2,5;10;77,2962963
Slovak;232;80;0,867773221;lama;84;5;1,25;70,48148148
Slovak;233;80;0,941828535;so?ni?ka;64,1025641;0;2,5;93,28395062
Slovak;234;80;0,26086291;tanier;95,58823529;5;10;87,38271605
Slovak;235;80;0,286396957;ihla;95;0;0;89,25925926
Slovak;236;80;0;?irafa;100;0;1,25;88,2345679
Slovak;238;80;0,170330576;puzzle;97,46835443;0;1,25;87,92592593
Slovak;239;80;0,690448339;?ena;86,48648649;0;7,5;92,82716049
Slovak;240;80;1,248294615;ve?a;78,20512821;0;2,5;80,85185185
Slovak;241;80;0,170330576;oko;97,46835443;0;1,25;96,92592593
Slovak;242;80;0;po?t?r;100;0;3,75;89,48148148
Slovak;244;80;0;?iarovka;100;0;2,5;92,50617284
Slovak;245;80;1,017198888;korene;76,25;0;0;90,79012346
Slovak;246;80;0,346563258;zub?r;94,80519481;0;3,75;91,18518519
Slovak;247;80;0;mozog;100;0;1,25;93,54320988
Slovak;248;80;1,900387312;voz;57,33333333;3,75;2,5;64,50617284
Slovak;249;80;0;zemiak;100;0;3,75;94,37037037
Slovak;252;80;0,173781323;ja?terica;97,4025974;0;3,75;86,40740741
Slovak;253;80;1,320919933;zbor;73,07692308;0;2,5;82,2345679
Slovak;254;80;0;m?siar;100;0;2,5;86,62962963
Slovak;255;80;0,650838804;lopata;87,01298701;0;3,75;86,85185185
Slovak;258;80;0;bageta;100;0;3,75;93,69135802
Slovak;260;80;0;ostrov;100;0;3,75;88,39506173
Slovak;261;80;0,706134741;lampa;85,8974359;0;2,5;91,50617284
Slovak;264;80;1,128799767;dla?;56,41025641;0;2,5;93,80246914
Slovak;265;80;0,365098985;pir?t;94,44444444;5;5;76,0617284
Slovak;266;80;1,027757329;op?tok;68,35443038;0;1,25;85,95061728
Slovak;267;80;0,581011233;uzol;90,90909091;0;3,75;84,79012346
Slovak;268;80;0;poste?;100;0;2,5;95,79012346
Slovak;269;80;0,339712371;chamele?n;94,93670886;0;1,25;82
Slovak;270;80;0;??pka;100;0;5;89,0617284
Slovak;271;80;0,669015835;zajac;82,5;0;0;88,61728395
Slovak;273;80;0;autobus;100;0;2,5;92,0617284
Slovak;275;80;1,238766509;pl???;79,72972973;2,5;5;73,77777778
Slovak;277;80;0,513072912;paroch?a;91,02564103;0;2,5;85,0617284
Slovak;278;80;0;bubon;100;0;2,5;84,22222222
Slovak;281;80;0,312733376;gran?tov? jablko;94,36619718;3,75;7,5;82,18518519
